"tfName","nTargets","condition","fitness_tf","mean_targets","max_targets","sum_targets","prod_targets","geom_targets","log2_ratio_mean","log2_ratio_max","log2_ratio_sum","log2_ratio_prod","log2_ratio_geom","sqerr_mean","sqerr_max","sqerr_sum","sqerr_prod","sqerr_geom","bestGuessCondition"
"Ada",4,"set1IT003.D.Glucose..C.",1.07103082319145,1.01918060027623,1.07848043169445,4.07672240110491,1.07251661681794,1.01765602317513,-0.071590278195474,0.0100000000000001,1.92840972180453,0.00199999999999975,-0.0737499999999999,0.00268844561635881,5.5496666847924e-05,9.03418186153987,2.20758270051117e-06,0.00284886927678236,"prod"
"Ada",4,"set1IT004.D.Glucose..C.",0.837406487508427,0.950337363678174,1.01255480735049,3.8013494547127,0.807201074504765,0.947862698807155,0.182511656982824,0.274,2.18251165698282,-0.0530000000000001,0.17875,0.0127533827924668,0.0306769339434988,8.78495791283965,0.000912366974721778,0.0122005746144694,"prod"
"Ada",4,"set1IT005.D.Fructose..C.",0.836826242683391,0.991494133384456,1.12505848468881,3.96597653353782,0.94278453591824,0.985378569049658,0.244676141245842,0.427,2.24467614124584,0.172,0.23575,0.0239221564139165,0.0830778253314698,9.79158154275439,0.0112271599052421,0.0220677936688297,"prod"
"Ada",4,"set1IT006.D.Fructose..C.",0.77646887500104,1.01936608542729,1.30676525389317,4.07746434170915,1.0076537604105,1.00190797261436,0.392672260318075,0.751,2.39267226031807,0.376,0.36775,0.0589990548328529,0.281214249466109,10.8965710712275,0.0534464512417872,0.0508227867327086,"geom"
"Ada",4,"set1IT009.D.Maltose..C.",0.77431902785322,0.964768422108046,1.07698637619305,3.85907368843219,0.836826242683392,0.956442404891789,0.317254592187198,0.476,2.3172545921872,0.112,0.30475,0.0362709717720301,0.0916075237510628,9.51571131596364,0.00390715190582519,0.0331689244639326,"prod"
"Ada",4,"set1IT010.D.Maltose..C.",0.857970530428691,1.01587257303553,1.14551789797976,4.06349029214211,1.04246576084112,1.01045144648676,0.243719447602989,0.417,2.24371944760299,0.281,0.236,0.0249330550594112,0.0826834885855479,10.2753569427353,0.0340384900449358,0.0232504297619091,"geom"
"Ada",4,"set1IT011.D.Xylose..C.",0.778624691061662,0.956159174324731,1.05263115470944,3.82463669729892,0.813379198132126,0.949671194878653,0.296322712537781,0.435,2.29632271253778,0.0629999999999997,0.2865,0.0315184927474849,0.0750795421207602,9.27818914214155,0.00120787576171092,0.0292569064680161,"prod"
"Ada",4,"set1IT012.D.Xylose..C.",0.801069877589622,0.996101707941503,1.18263100024414,3.98440683176601,0.946057646725596,0.986232704493359,0.314364962718628,0.562,2.31436496271863,0.24,0.3,0.0380374148504047,0.145588890321378,10.133634163825,0.0210214531990264,0.0342852724669833,"prod"
"Ada",4,"set1IT013.D.Galactose..C.",0.829319545814442,0.959332295296346,1.02811382665607,3.83732918118538,0.835087919428369,0.955945317593742,0.210102530302547,0.31,2.21010253030255,0.0100000000000001,0.205,0.0169033150278443,0.0395191660953388,9.04812196648442,3.32741341498571e-05,0.0160340860787035,"prod"
"Ada",4,"set1IT014.D.Galactose..C.",0.990342871933025,0.948262278995802,0.990342871933025,3.79304911598321,0.806641759222126,0.947698460948383,-0.0626419468686073,0,1.93735805313139,-0.296,-0.0635,0.0017707763019482,0,7.8551622904379,0.0337460988112222,0.00181854578822701,"max"
